FIPSCode,Jurisdiction,State,Registered_Eligible_Total,Active_Registered_Total,Inactive_Registered_Total,Same_Day_Registration_Total,Same_Day_Comment,Voters_Removed_Rolls_Total,Voters_Moved_Removed,Voters_Died_Removed,Voter_Felony_Removed,Longterm_Inactive_Removed,Mentally_Incompetent_Removed,Voter_Request_Removed,Other1_Comment_Removed,Other1_Comment_Removed,Other2_Comment_Removed,Other2_Removed,Other3_Comment_Removed,Other3_Removed,Absentee_UOCAVA_Total,UOCAVA_Rejected,Missed_Deadline_UOCAVA,Voter_Signature_Problem_UOCAVA,No_Postmark_UOCAVA,Other_UOCAVA,Absentee_Civilian_Total,Civilian_Absentee_Counted,Civilian_Absentee_Rejected,Missed_Deadline_Civilian,No_Voter_Signature_Civilian,No_Witness_Signature_Civilian,Non-matching_Signature_Civilian,No_Official_Signature_Civilian,Unofficial_Envelope_Civilian,Ballot_Missing_Civilian,Envelope_Unsealed_Civilian,No_Address_Envelope_Civilian,Multiple_Ballots_Envelope_Civilian,Voter_Deceased_Civilian,Voted_In_Person_Civilian,Improper_ID_Civilian,No_Ballot_Application_Civilian,Other1_Comment_Civilian,Other1_Civilian,Other2_Comment_Civilian,Other2_Civilian,Other3_Comment_Civilian,Other3_Civilian,Precincts_Total,Polling_Places_Total,Poll_Workers_Total,Provisional_Ballot_Total,Counted_Full_Provisional,Counted_Partial_Provisional,Rejected_Provisional,Participated_Total,In_Person_Participated,UOCAVA_Absentee_Participated,Civilian_Absentee_Participated,Provisional_Participated,Early_Vote_Participated,Mail_Jurisdictoin_Participated,Other1_Comment_Participated,Other1_Participated
809900000,PROWERS COUNTY,CO,7708,6888,820,136,,740,27,198,29,468,-88,17,DUPLICATE,1,VALID SKIP,-77,VALID SKIP,-77,36,0,0,0,0,-77,7189,5601,30,3,11,-88,14,-88,0,0,-88,-88,0,0,0,2,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,13,1,15,0,0,0,0,5623,0,22,0,0,0,5601,VALID SKIP,-77
810100000,PUEBLO COUNTY,CO,119536,109471,10065,1534,,11691,1767,3019,305,5725,-88,785,DUPLICATE,89,VALID SKIP,-77,VOTER FRAUD,1,684,0,0,9,0,1,111803,84469,969,24,80,-88,807,-88,0,1,-88,-88,5,1,0,51,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,128,8,149,1,1,0,0,89575,2138,419,0,1,2548,84469,VALID SKIP,-77
810300000,RIO BLANCO COUNTY,CO,4762,4247,515,48,,445,51,76,5,300,-88,12,DUPLICATE,1,VALID SKIP,-77,VALID SKIP,-77,31,0,0,0,0,-77,4308,3511,14,0,1,-88,9,-88,0,1,-88,-88,0,1,0,2,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,5,2,21,0,0,0,0,3728,96,19,0,0,102,3511,VALID SKIP,-77
810500000,RIO GRANDE COUNTY,CO,8572,7516,1056,115,,723,19,239,21,406,-88,27,DUPLICATE,11,VALID SKIP,-77,VALID SKIP,-77,43,0,0,0,0,-77,7687,6013,14,3,1,-88,4,-88,0,0,-88,-88,0,0,0,6,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,15,1,11,0,0,0,0,6405,181,28,0,0,183,6013,VALID SKIP,-77
810700000,ROUTT COUNTY,CO,21491,19201,2290,289,,2220,449,198,9,1413,-88,150,DUPLICATE,1,VALID SKIP,-77,VALID SKIP,-77,302,0,0,1,0,-77,20076,16256,125,22,13,-88,68,-88,0,1,-88,-88,0,0,1,13,-88,VOTED MORE THAN ONE BALLOT,7,VALID SKIP,-77,VALID SKIP,-77,18,3,43,0,0,0,0,17280,408,231,0,0,385,16256,VALID SKIP,-77
810900000,SAGUACHE COUNTY,CO,4733,4197,536,82,,473,66,86,8,282,-88,31,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,44,0,0,2,0,-77,4237,3261,37,3,2,-88,29,-88,0,0,-88,-88,0,0,0,3,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,7,1,18,0,0,0,0,3460,70,35,0,0,94,3261,VALID SKIP,-77
811100000,SAN JUAN COUNTY,CO,772,656,116,13,,66,0,11,0,50,-88,1,DUPLICATE,4,VALID SKIP,-77,VALID SKIP,-77,11,0,0,0,0,-77,673,571,0,0,0,-88,0,-88,0,0,-88,-88,0,0,0,0,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,4,0,0,0,0,580,0,9,0,0,0,571,VALID SKIP,-77
811300000,SAN MIGUEL COUNTY,CO,6664,5913,751,96,,785,55,69,0,556,-88,98,DUPLICATE,6,NOT A CITIZEN,1,VALID SKIP,-77,118,0,0,0,0,-77,6155,4799,28,0,1,-88,20,-88,0,0,-88,-88,0,0,0,7,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,6,3,20,1,1,0,0,5273,194,83,0,1,196,4799,VALID SKIP,-77
811500000,SEDGWICK COUNTY,CO,1910,1691,219,20,,217,36,60,2,113,-88,6,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,7,0,0,0,0,-77,1704,1403,15,2,1,-88,10,-88,0,0,-88,-88,0,0,0,2,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,5,1,7,0,0,0,0,1474,43,7,0,0,21,1403,VALID SKIP,-77
811700000,SUMMIT COUNTY,CO,25608,21632,3976,344,,4959,292,134,21,4323,-88,184,DUPLICATE,4,VALID SKIP,-77,VOTER FRAUD,1,408,0,0,1,0,-77,22602,17228,139,40,17,-88,67,-88,0,0,-88,-88,1,0,0,14,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,20,3,43,0,0,0,0,18983,859,302,0,0,594,17228,VALID SKIP,-77
811900000,TELLER COUNTY,CO,22031,19207,2824,341,,2556,940,279,10,1214,-88,113,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,246,0,0,3,0,-77,19408,15545,106,8,1,-88,71,-88,0,1,-88,-88,0,0,0,24,-88,VOTED MORE THAN ONE BALLOT,1,VALID SKIP,-77,VALID SKIP,-77,13,3,36,0,0,0,0,17246,569,159,0,0,973,15545,VALID SKIP,-77
812100000,WASHINGTON COUNTY,CO,3682,3348,334,56,,213,62,84,1,59,-88,7,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,10,0,0,0,0,-77,3395,2898,20,1,0,-88,17,-88,0,0,-88,-88,0,0,0,2,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,6,1,5,0,0,0,0,3037,63,9,0,0,67,2898,VALID SKIP,-77
812300000,WELD COUNTY,CO,217500,199856,17644,2692,,19061,5158,2906,243,10002,-88,689,DUPLICATE,57,NOT A CITIZEN,5,VOTER FRAUD,1,1331,0,2,19,0,-77,203078,155769,1895,76,91,-88,1547,-88,0,7,-88,-88,8,0,0,166,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,156,14,293,17,1,0,16,169638,6779,821,0,1,6268,155769,VALID SKIP,-77
812500000,YUMA COUNTY,CO,6172,5773,399,46,,609,128,160,8,289,-88,19,DUPLICATE,5,VALID SKIP,-77,VALID SKIP,-77,30,0,0,0,0,-77,5892,4811,50,3,5,-88,37,-88,0,0,-88,-88,0,0,0,4,-88,VALID SKIP,-77,VOTER IS CONVICTED FELON,1,VALID SKIP,-77,14,2,24,0,0,0,0,5039,145,19,0,0,64,4811,VALID SKIP,-77
900104720,BETHEL TOWN,CT,14123,13232,891,15,,360,225,101,1,0,-99,33,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,-99,-99,-99,-77,5044,4009,31,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,5,5,25,0,0,-88,0,11277,7212,56,4009,0,-88,-88,VALID SKIP,-77
900108070,BRIDGEPORT TOWN,CT,81605,78277,3328,75,,941,97,572,191,0,-99,81,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,-99,-99,-99,-77,16772,13210,371,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,24,24,120,0,0,-88,0,55551,42313,28,13210,0,-88,-88,VALID SKIP,-77
900108980,BROOKFIELD TOWN,CT,13601,13058,543,10,,127,9,74,1,0,-99,43,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,-99,-99,-99,-77,4934,3944,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,2,2,10,0,0,-88,0,10860,6864,52,3944,0,-88,-88,VALID SKIP,-77
900118500,DANBURY TOWN,CT,46777,45172,1605,97,,893,445,365,15,0,-99,68,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,-99,-99,-99,-77,14522,11545,43,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,7,7,35,0,0,-88,0,32524,20885,94,11545,0,-88,-88,VALID SKIP,-77
900118850,DARIEN TOWN,CT,16085,15201,884,6,,579,106,71,0,0,-99,402,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,-99,-99,-99,-77,7457,5943,40,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,6,6,30,0,0,-88,0,13254,7196,115,5943,0,-88,-88,VALID SKIP,-77
900123890,EASTON TOWN,CT,6278,5766,512,4,,113,41,49,2,0,-99,21,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,-99,-99,-99,-77,2259,1802,10,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,5,1,1,-88,0,5073,3233,37,1802,1,-88,-88,VALID SKIP,-77
900126620,FAIRFIELD TOWN,CT,46929,42423,4506,37,,829,141,190,4,0,-99,494,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,-99,-99,-99,-77,18339,14479,165,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,10,10,50,0,0,-88,0,35810,21181,150,14479,0,-88,-88,VALID SKIP,-77
900133620,GREENWICH TOWN,CT,45514,42009,3505,44,,1081,159,221,2,0,-99,699,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,-99,-99,-99,-77,19782,16332,89,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,12,12,60,1,1,-88,0,36594,19673,588,16332,1,-88,-88,VALID SKIP,-77
900148620,MONROE TOWN,CT,14441,13956,485,8,,231,83,91,3,3,-99,51,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,-99,-99,-99,-77,4782,3884,26,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,4,4,20,0,0,-88,0,12109,8190,35,3884,0,-88,-88,VALID SKIP,-77
900150580,NEW CANAAN TOWN,CT,16142,14669,1473,28,,483,80,74,0,3,-99,326,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,-99,-99,-99,-77,6553,5238,90,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,3,3,15,0,0,-88,0,12706,7353,115,5238,0,-88,-88,VALID SKIP,-77
900150860,NEW FAIRFIELD TOWN,CT,11518,10467,1051,5,,225,139,64,2,4,-99,16,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,-99,-99,-99,-77,3645,2917,20,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,2,2,10,0,0,-88,0,8683,5732,34,2917,0,-88,-88,VALID SKIP,-77
900152980,NEWTOWN TOWN,CT,20883,19628,1255,10,,946,618,139,0,0,-99,189,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,-99,-99,-99,-77,9058,7262,27,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,6,6,30,2,1,-88,1,17503,10174,66,7262,1,-88,-88,VALID SKIP,-77
900156060,NORWALK TOWN,CT,59910,59564,346,49,,1408,649,305,16,184,-99,254,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,-99,-99,-99,-77,20900,16756,151,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,13,13,65,0,0,-88,0,43780,26878,146,16756,0,-88,-88,VALID SKIP,-77
900163480,REDDING TOWN,CT,7832,7089,743,7,,333,154,110,0,20,-99,49,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,-99,-99,-99,-77,3263,2627,16,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,2,2,10,0,0,-88,0,6048,3402,19,2627,0,-88,-88,VALID SKIP,-77
900163970,RIDGEFIELD TOWN,CT,21020,19754,1266,15,,271,50,122,0,0,-99,99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,-99,-99,-99,-77,9450,7584,18,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,4,4,20,0,0,-88,0,16447,8704,159,7584,0,-88,-88,VALID SKIP,-77
900168170,SHELTON TOWN,CT,29719,28645,1074,16,,488,151,207,4,2,-99,124,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,-99,-99,-99,-77,9900,7919,57,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,5,5,25,0,0,-88,0,24167,16203,45,7919,0,-88,-88,VALID SKIP,-77
900168310,SHERMAN TOWN,CT,2935,2857,78,3,,121,68,18,0,2,-99,33,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,-77,-77,-77,-77,785,777,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,5,0,0,-88,0,2354,1577,0,777,0,-88,-88,VALID SKIP,-77
900173070,STAMFORD TOWN,CT,80915,75306,5609,38,,2758,1217,541,27,2,-99,971,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,-99,-99,-99,-77,30163,23778,298,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,22,22,110,0,0,-88,0,60205,35926,501,23778,0,-88,-88,VALID SKIP,-77
900174190,STRATFORD TOWN,CT,38864,37855,1009,15,,686,227,382,16,11,-99,50,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,-99,-99,-99,-77,11734,9481,53,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,13,13,65,0,0,-88,0,28439,18860,98,9481,0,-88,-88,VALID SKIP,-77
900177200,TRUMBULL TOWN,CT,28664,27121,1543,27,,524,200,217,3,1,-99,103,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,-99,-99,-99,-77,10314,8396,90,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,5,5,25,0,0,-88,0,22414,13934,84,8396,0,-88,-88,VALID SKIP,-77
900183430,WESTON TOWN,CT,8261,7618,643,13,,102,43,32,1,0,-99,26,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,-99,-99,-99,-77,3834,3095,18,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,2,2,10,0,0,-88,0,6611,3453,63,3095,0,-88,-88,VALID SKIP,-77
900183500,WESTPORT TOWN,CT,21981,20444,1537,17,,477,78,81,0,0,-99,318,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,-99,-99,-99,-77,11718,9429,52,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,7,7,35,0,0,-88,0,17828,8152,247,9429,0,-88,-88,VALID SKIP,-77
900186370,WILTON TOWN,CT,14436,13396,1040,14,,648,429,92,0,1,-99,126,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,-99,-99,-99,-77,6452,5226,49,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,3,3,15,0,0,-88,0,11929,6611,92,5226,0,-88,-88,VALID SKIP,-77
900302060,AVON TOWN,CT,15113,14148,965,16,,344,193,108,0,0,-99,43,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,-99,-99,-99,-77,6905,5514,11,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,3,3,15,1,0,-88,1,12082,6492,76,5514,0,-88,-88,VALID SKIP,-77
900304300,BERLIN TOWN,CT,15912,15370,542,7,,228,47,133,5,0,-99,43,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,-99,-99,-99,-77,5477,4366,27,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,5,5,25,0,0,-88,0,13015,8639,10,4366,0,-88,-88,VALID SKIP,-77
900305910,BLOOMFIELD TOWN,CT,16758,15742,1016,12,,397,82,205,9,0,-99,101,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,-99,-99,-99,-77,7634,6078,84,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,5,5,25,63,61,-88,2,12980,6833,8,6078,61,-88,-88,VALID SKIP,-77
900308490,BRISTOL TOWN,CT,40254,37885,2369,34,,897,348,340,17,129,-99,63,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,-99,-99,-99,-77,12444,9843,136,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,9,9,45,3,0,-88,3,30065,20156,66,9843,0,-88,-88,VALID SKIP,-77
900310100,BURLINGTON TOWN,CT,7268,6789,479,15,,218,189,28,0,0,-99,1,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,-99,-99,-99,-77,2772,2216,16,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,5,0,0,-88,0,6232,4001,15,2216,0,-88,-88,VALID SKIP,-77
900312270,CANTON TOWN,CT,8330,7907,423,4,,235,84,45,0,99,-99,7,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,-99,-99,-99,-77,3619,2888,23,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,5,0,0,-88,0,6734,3795,51,2888,0,-88,-88,VALID SKIP,-77
900322070,EAST GRANBY TOWN,CT,4147,3941,206,2,,120,32,39,0,0,-99,49,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,-99,-99,-99,-77,1179,934,9,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,5,0,0,-88,0,3294,2354,6,934,0,-88,-88,VALID SKIP,-77
900322630,EAST HARTFORD TOWN,CT,33291,31667,1624,9,,394,84,288,15,0,-99,7,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,-99,-99,-99,-77,8137,6395,166,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,7,7,35,4,1,-88,3,20803,14375,32,6395,1,-88,-88,VALID SKIP,-77
900324800,EAST WINDSOR TOWN,CT,9287,8841,446,23,,180,98,80,0,0,-99,2,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,-99,-99,-99,-77,2894,2283,41,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,3,3,15,0,0,-88,0,5693,3400,10,2283,0,-88,-88,VALID SKIP,-77
900325990,ENFIELD TOWN,CT,28618,26471,2147,20,,492,195,261,5,0,-99,31,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,-99,-99,-99,-77,9855,7852,67,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,7,7,35,0,0,-88,0,21104,13228,24,7852,0,-88,-88,VALID SKIP,-77
900327600,FARMINGTON TOWN,CT,21549,20520,1029,21,,345,110,164,2,3,-99,66,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,-99,-99,-99,-77,8940,7075,75,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,7,7,35,0,0,-88,0,16304,9115,114,7075,0,-88,-88,VALID SKIP,-77
900331240,GLASTONBURY TOWN,CT,27212,25732,1480,23,,508,257,162,1,0,-99,88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,-99,-99,-99,-77,12130,9651,76,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,7,7,35,5,5,-88,0,22595,12822,117,9651,5,-88,-88,VALID SKIP,-77
900332640,GRANBY TOWN,CT,8947,8381,566,7,,143,35,68,0,0,-99,40,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,-99,-99,-99,-77,3587,2865,16,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,5,4,2,-88,2,7398,4498,33,2865,2,-88,-88,VALID SKIP,-77
900337070,HARTFORD TOWN,CT,70251,64142,6109,6,,1347,553,449,65,244,-99,36,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,-99,-99,-99,-77,14064,10933,184,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,24,24,120,0,0,-88,0,32794,21771,90,10933,0,-88,-88,VALID SKIP,-77
900337140,HARTLAND TOWN,CT,1619,1517,102,2,,54,40,8,1,0,-99,5,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,-99,-99,-99,-77,348,279,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,5,0,0,-88,0,1306,1026,1,279,0,-88,-88,VALID SKIP,-77
900344700,MANCHESTER TOWN,CT,38124,35019,3105,21,,476,146,288,10,1,-99,31,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,-99,-99,-99,-77,13832,11029,91,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,8,8,40,0,0,-88,0,28426,17284,113,11029,0,-88,-88,VALID SKIP,-77
900345820,MARLBOROUGH TOWN,CT,4976,4681,295,5,,92,40,46,0,0,-99,6,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,-99,-99,-99,-77,1835,1480,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,1,1,5,0,0,-88,0,4086,2584,22,1480,0,-88,-88,VALID SKIP,-77
900350440,NEW BRITAIN TOWN,CT,40272,35076,5196,53,,341,55,229,38,1,-99,18,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,-99,-99,-99,-77,8544,6809,53,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,17,17,85,0,0,-88,0,24123,17258,56,6809,0,-88,-88,VALID SKIP,-77
900352140,NEWINGTON TOWN,CT,22299,21137,1162,25,,296,48,234,0,0,-99,14,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,-99,-99,-99,-77,7677,6091,73,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,8,8,40,0,0,-88,0,17624,11522,11,6091,0,-88,-88,VALID SKIP,-77
900360120,PLAINVILLE TOWN,CT,13069,12379,690,17,,185,60,91,1,0,-99,33,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,-99,-99,-99,-77,3484,2794,15,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,4,4,20,0,0,-88,0,10481,7669,18,2794,0,-88,-88,VALID SKIP,-77
900365370,ROCKY HILL TOWN,CT,13954,13112,842,24,,275,83,178,1,0,-99,13,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,-99,-99,-99,-77,5445,4301,43,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,3,3,15,0,0,-88,0,11052,6731,20,4301,0,-88,-88,VALID SKIP,-77
900368940,SIMSBURY TOWN,CT,20857,19219,1638,38,,700,374,145,0,0,-99,181,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,-99,-99,-99,-77,8897,7095,37,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,4,4,20,0,0,-88,0,16435,9231,109,7095,0,-88,-88,VALID SKIP,-77
