FIPSCode,Jurisdiction,State,Registered_Eligible_Total,Active_Registered_Total,Inactive_Registered_Total,Same_Day_Registration_Total,Same_Day_Comment,Voters_Removed_Rolls_Total,Voters_Moved_Removed,Voters_Died_Removed,Voter_Felony_Removed,Longterm_Inactive_Removed,Mentally_Incompetent_Removed,Voter_Request_Removed,Other1_Comment_Removed,Other1_Comment_Removed,Other2_Comment_Removed,Other2_Removed,Other3_Comment_Removed,Other3_Removed,Absentee_UOCAVA_Total,UOCAVA_Rejected,Missed_Deadline_UOCAVA,Voter_Signature_Problem_UOCAVA,No_Postmark_UOCAVA,Other_UOCAVA,Absentee_Civilian_Total,Civilian_Absentee_Counted,Civilian_Absentee_Rejected,Missed_Deadline_Civilian,No_Voter_Signature_Civilian,No_Witness_Signature_Civilian,Non-matching_Signature_Civilian,Unofficial_Envelope_Civilian,Ballot_Missing_Civilian,Secrecy_Envelope_Rejected_Civilian,Multiple_Ballots_Envelope_Civilian,Envelope_Unsealed_Civilian,No_Postmark_Civilian,No_Address_Envelope_Civilian,Voter_Deceased_Civilian,Voted_In_Person_Civilian,Improper_ID_Civilian,Rejected_Jurisdiction_Eligibility_Civilian,No_Ballot_Application_Civilian,Other1_Comment_Civilian,Other1_Civilian,Other2_Comment_Civilian,Other2_Civilian,Other3_Comment_Civilian,Other3_Civilian,Precincts_Total,Polling_Places_Total,Poll_Workers_Total,Provisional_Ballot_Total,Counted_Full_Provisional,Counted_Partial_Provisional,Rejected_Provisional,Participated_Total,In_Person_Participated,UOCAVA_Absentee_Participated,Civilian_Absentee_Participated,Provisional_Participated,Early_Vote_Participated,Mail_Jurisdictoin_Participated,Other1_Comment_Participated,Other1_Participated
609900000,STANISLAUS COUNTY,CA,369574,281936,87638,576,,19691,11001,7689,456,0,0,545,,,,,,,650,11,3,1,0,,287451,121726,1429,454,76,-88,896,0,0,-88,0,0,0,0,0,3,0,0,0,,,,,,,199,30,375,576,509,0,67,132142,0,154,-88,509,0,121726,COMBINED RESPONSE FOR F1B AND F1F,9753
610100000,SUTTER COUNTY,CA,60156,52896,7260,89,,3500,405,1452,0,59,0,0,OTHER,1584,,,,,137,0,0,0,0,,53195,26951,163,129,21,-88,13,0,0,-88,0,0,0,0,0,0,0,0,0,,,,,,,24,15,118,159,156,3,0,28521,1374,37,-88,159,0,26951,,
610300000,TEHAMA COUNTY,CA,41932,37219,4713,117,,1964,47,1319,58,62,20,370,"DUPLICATE REGISTRATION, NOT A US CITIZEN, JURY COMMISSION",88,,,,,105,0,0,0,0,,37997,17545,155,38,17,-88,93,0,2,-88,1,0,0,0,2,0,2,0,0,0,0,,,,,40,27,145,204,119,79,6,20819,2935,16,-88,198,125,17545,,
610500000,TRINITY COUNTY,CA,8683,7304,1379,70,,295,19,211,7,-99,-99,-99,MISC.,58,,,,,33,1,-99,-99,-99,,7358,4337,192,30,4,-88,29,-99,-99,-88,-99,-99,-99,-99,3,-99,-99,-99,-99,,,,,,,16,4,-99,69,69,0,0,4608,195,7,-88,69,0,4337,,
610700000,TULARE COUNTY,CA,242529,208554,33975,142,,6731,58,4976,269,-99,7,227,UNKNOWN,1194,,,,,642,0,10,1,0,,240883,79832,1097,363,148,-88,572,0,4,-88,0,0,0,0,2,2,0,6,0,,,,,,,360,37,388,90,63,16,11,92404,12355,99,-88,68,50,79832,,
610900000,TUOLUMNE COUNTY,CA,39561,35309,4252,86,,545,110,256,34,142,1,2,,,,,,,152,2,2,1,0,,36597,22493,192,71,23,-88,96,0,0,-88,0,0,0,0,0,0,0,0,0,BALLOT WAS PRIOR ELECTION,2,,,,,65,5,26,92,86,0,6,23492,743,40,-88,86,130,22493,,
611100000,VENTURA COUNTY,CA,609926,506243,103683,1976,INCLUDES INSTANT CVR (NON-PROVISIONAL CVR) AND CVR PROVISIONAL.,23181,7793,11515,342,-99,-99,742,ALL OTHER REASONS,2789,,,,,3292,0,25,3,0,1,543640,253399,2522,924,176,-88,1393,0,0,-88,5,0,0,0,0,5,7,12,0,,,,,,,1640,51,358,573,504,30,39,284013,22832,502,-88,573,6707,253399,,
611300000,YOLO COUNTY,CA,150781,118293,32488,991,OUR EIMS DOES NOT HAVE THE ABILITY TO BREAK DOWN THE DATA TO OBTAIN A RESPONSE TO A2B AND A2C.,7210,2492,2206,69,2,1,215,EMS DOESN'T BREAK DOWN ALL REASONS,2225,,,,,828,0,14,1,0,,124498,63144,548,360,18,-88,157,0,2,-88,0,0,0,0,3,8,0,0,0,,,,,,,62,15,120,1397,970,9,418,68794,3940,-99,-88,978,732,63144,,
611500000,YUBA COUNTY,CA,50126,41217,8909,124,,1949,52,1084,126,32,2,103,OTHER,550,,,,,145,0,2,0,0,8,44265,17318,366,67,5,-88,294,0,0,-88,0,0,0,0,0,0,0,0,0,,,,,,,35,27,127,235,234,0,1,19886,2332,31,-88,205,0,17318,,
800100000,ADAMS COUNTY,CO,335157,296776,38381,1634,,24687,1006,8127,945,8057,-88,6528,NOT A CITIZEN,24,VOTER FRAUD,0,,,1467,2,0,36,-88,25,299365,161266,3646,154,92,-88,3317,0,27,-88,22,-88,-88,-88,0,0,32,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,2,278,24,503,4,1,0,3,169448,6183,381,-88,1,1617,161266,,
800300000,ALAMOSA COUNTY,CO,11359,9880,1479,69,,1041,37,336,43,518,-88,107,NOT A CITIZEN,0,VOTER FRAUD,0,,,72,0,0,0,-88,0,10213,6005,25,6,6,-88,13,0,0,-88,0,-88,-88,-88,0,0,0,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,0,8,1,12,0,0,0,0,6020,0,15,-88,0,0,6005,,
800500000,ARAPAHOE COUNTY,CO,468760,410008,58752,2388,,41860,9004,9783,764,17720,-88,4584,NOT A CITIZEN,5,VOTER FRAUD,0,,,4307,7,2,77,-88,54,415336,246349,2740,354,153,-88,1990,31,132,-88,6,-88,-88,-88,0,0,69,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,5,409,32,522,28,22,0,6,259858,8800,1347,-88,22,3340,246349,,
800700000,ARCHULETA COUNTY,CO,12978,11143,1835,80,,1222,59,299,11,421,-88,432,NOT A CITIZEN,0,VOTER FRAUD,0,,,109,0,0,0,-88,0,11326,7572,23,11,2,-88,8,0,0,-88,0,-88,-88,-88,0,0,1,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,1,8,3,23,0,0,0,0,7952,265,40,-88,0,75,7572,,
800900000,BACA COUNTY,CO,2852,2607,245,6,,436,63,162,4,186,-88,21,NOT A CITIZEN,0,VOTER FRAUD,0,,,12,0,0,0,-88,0,2648,1701,19,3,3,-88,11,0,0,-88,0,-88,-88,-88,0,0,0,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,2,VOTED WRONG BALLOT,0,9,1,19,0,0,0,0,1784,50,7,-88,0,26,1701,,
801100000,BENT COUNTY,CO,3234,2817,417,9,,507,54,178,17,248,-88,10,NOT A CITIZEN,0,VOTER FRAUD,0,,,14,0,0,0,-88,0,2841,1778,23,2,3,-88,17,0,0,-88,0,-88,-88,-88,0,0,1,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,0,5,1,5,0,0,0,0,1866,63,3,-88,0,22,1778,,
801300000,BOULDER COUNTY,CO,254734,224533,30201,2111,,22841,1101,4581,236,9872,-88,7049,NOT A CITIZEN,0,VOTER FRAUD,2,,,4329,2,11,51,-88,64,229364,157674,1887,212,64,-88,1524,3,66,-88,3,-88,-88,-88,0,0,10,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,2,VOTED WRONG BALLOT,3,193,19,504,5,4,0,1,167085,5691,1851,-88,4,1865,157674,,
801400000,BROOMFIELD COUNTY,CO,59085,52551,6534,404,,5198,986,1042,42,2012,-88,1116,NOT A CITIZEN,0,VOTER FRAUD,0,,,398,0,0,2,-88,0,53446,36159,224,11,25,-88,188,0,0,-88,0,-88,-88,-88,0,0,0,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,0,58,4,83,1,1,0,0,37883,1233,158,-88,1,332,36159,,
801500000,CHAFFEE COUNTY,CO,18096,15862,2234,95,,1265,46,435,18,534,-88,232,NOT A CITIZEN,0,VOTER FRAUD,0,,,136,0,2,0,-88,0,16331,11491,77,24,3,-88,48,0,2,-88,0,-88,-88,-88,0,0,0,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,0,11,3,44,0,0,0,0,11947,332,52,-88,0,72,11491,,
801700000,CHEYENNE COUNTY,CO,1373,1243,130,4,,190,6,60,0,102,-88,22,NOT A CITIZEN,0,VOTER FRAUD,0,,,11,0,0,0,-88,0,1243,892,2,0,0,-88,2,0,0,-88,0,-88,-88,-88,0,0,0,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,0,5,1,21,0,0,0,0,925,27,3,-88,0,3,892,,
801900000,CLEAR CREEK COUNTY,CO,8615,7537,1078,58,,938,240,173,15,438,-88,70,NOT A CITIZEN,2,VOTER FRAUD,0,,,66,0,0,0,-88,0,7619,4957,53,12,5,-88,34,0,0,-88,0,-88,-88,-88,0,0,2,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,0,9,1,18,0,0,0,0,5265,194,32,-88,0,82,4957,,
802100000,CONEJOS COUNTY,CO,5700,5170,530,18,,402,0,266,9,59,-88,68,NOT A CITIZEN,0,VOTER FRAUD,0,,,22,0,0,1,-88,0,5306,3467,13,0,8,-88,5,0,0,-88,0,-88,-88,-88,0,0,0,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,0,10,1,6,0,0,0,0,3488,13,7,-88,0,1,3467,,
802300000,COSTILLA COUNTY,CO,3200,2864,336,13,,376,37,107,13,211,-88,8,NOT A CITIZEN,0,VOTER FRAUD,0,,,13,0,0,0,-88,0,2936,1719,3,0,1,-88,2,0,0,-88,0,-88,-88,-88,0,0,0,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,0,8,1,5,0,0,0,0,1750,25,5,-88,0,1,1719,,
802500000,CROWLEY COUNTY,CO,2455,2161,294,13,,238,12,140,9,68,-88,9,NOT A CITIZEN,0,VOTER FRAUD,0,,,14,0,0,0,-88,0,2191,1393,7,5,0,-88,2,0,0,-88,0,-88,-88,-88,0,0,0,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,0,6,1,11,0,0,0,0,1398,0,4,-88,0,1,1393,,
802700000,CUSTER COUNTY,CO,4968,4468,500,23,,518,172,134,3,146,-88,63,NOT A CITIZEN,0,VOTER FRAUD,0,,,54,0,0,0,-88,0,4540,3175,26,12,0,-88,14,0,0,-88,0,-88,-88,-88,0,0,0,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,0,3,1,24,1,0,0,1,3385,132,25,-88,0,53,3175,,
802900000,DELTA COUNTY,CO,24858,22654,2204,103,,2473,155,986,48,693,-88,591,NOT A CITIZEN,0,VOTER FRAUD,0,,,176,0,0,1,-88,0,22916,15353,61,16,4,-88,39,0,1,-88,0,-88,-88,-88,0,0,1,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,0,20,3,33,0,0,0,0,16123,574,66,-88,0,130,15353,,
803100000,DENVER COUNTY,CO,533244,457501,75743,5418,,48352,7456,11260,1952,23885,-88,3789,NOT A CITIZEN,10,VOTER FRAUD,0,,,5389,5,9,112,-88,80,462817,267422,2955,496,435,-88,1830,0,89,-88,29,-88,-88,-88,2,1,66,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,1,VOTED WRONG BALLOT,6,304,41,760,24,5,0,19,287846,14747,2020,-88,5,3652,267422,,
803300000,DOLORES COUNTY,CO,1847,1701,146,3,,314,4,82,2,201,-88,25,NOT A CITIZEN,0,VOTER FRAUD,0,,,6,0,0,0,-88,0,1756,1330,20,5,0,-88,15,0,0,-88,0,-88,-88,-88,0,0,0,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,0,1,1,4,0,0,0,0,1331,0,1,-88,0,0,1330,,
803500000,DOUGLAS COUNTY,CO,293538,269103,24435,1280,,26439,7930,4438,101,8702,-88,5268,NOT A CITIZEN,0,VOTER FRAUD,0,,,2215,5,0,30,-88,20,272699,185152,1401,140,38,-88,1165,16,30,-88,3,-88,-88,-88,0,0,7,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,2,210,20,334,5,5,0,0,193184,5750,796,-88,5,1481,185152,,
803700000,EAGLE COUNTY,CO,38612,33633,4979,199,,3833,364,393,19,1748,-88,1309,NOT A CITIZEN,0,VOTER FRAUD,0,,,596,0,0,1,-88,3,34182,21170,249,59,10,-88,179,0,0,-88,1,-88,-88,-88,0,0,0,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,0,39,4,106,0,0,0,0,22486,854,227,-88,0,235,21170,,
803900000,ELBERT COUNTY,CO,24350,22168,2182,66,,2073,132,474,17,738,-88,712,NOT A CITIZEN,0,VOTER FRAUD,0,,,223,0,0,2,-88,0,22336,15623,149,15,14,-88,120,0,0,-88,0,-88,-88,-88,0,0,0,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,0,18,3,28,0,0,0,0,16441,569,83,-88,0,166,15623,,
804100000,EL PASO COUNTY,CO,545049,469368,75681,3713,,54494,3452,11607,1434,25483,-88,12516,NOT A CITIZEN,2,VOTER FRAUD,0,,,6615,17,8,54,-88,6,476547,273148,4774,251,307,-88,4146,7,5,-88,0,-88,-88,-88,3,0,53,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,2,328,37,543,3,0,0,3,288056,10348,1499,-88,0,3061,273148,,
804300000,FREMONT COUNTY,CO,34175,30691,3484,147,,3930,476,1479,88,1362,-88,525,NOT A CITIZEN,0,VOTER FRAUD,0,,,192,0,0,1,-88,0,31014,19216,125,22,18,-88,83,0,2,-88,0,-88,-88,-88,0,0,0,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,0,30,3,23,0,0,0,0,20234,752,61,-88,0,205,19216,,
804500000,GARFIELD COUNTY,CO,41968,37189,4779,222,,3925,427,849,71,1696,-88,880,NOT A CITIZEN,2,VOTER FRAUD,0,,,310,0,0,4,-88,0,38175,23938,130,44,9,-88,75,0,0,-88,1,-88,-88,-88,0,0,1,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,0,27,6,78,0,0,0,0,24829,629,117,-88,0,145,23938,,
804700000,GILPIN COUNTY,CO,5922,4854,1068,27,,332,129,94,7,3,-88,99,NOT A CITIZEN,0,VOTER FRAUD,0,,,54,0,0,3,-88,0,4946,3263,38,2,4,-88,31,0,0,-88,0,-88,-88,-88,0,1,0,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,0,6,1,29,1,1,0,0,3455,134,19,-88,1,38,3263,,
804900000,GRAND COUNTY,CO,13475,11668,1807,58,,1425,402,253,15,503,-88,252,NOT A CITIZEN,0,VOTER FRAUD,0,,,165,0,0,1,-88,0,11891,7696,106,12,14,-88,80,0,0,-88,0,-88,-88,-88,0,0,0,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,0,12,3,45,0,0,0,0,8093,274,81,-88,0,42,7696,,
805100000,GUNNISON COUNTY,CO,14792,12397,2395,104,,1170,167,208,3,548,-88,243,NOT A CITIZEN,0,VOTER FRAUD,1,,,208,0,0,2,-88,0,12874,9032,53,40,9,-88,4,0,0,-88,0,-88,-88,-88,0,0,0,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,0,15,4,25,0,0,0,0,9280,125,106,-88,0,17,9032,,
805300000,HINSDALE COUNTY,CO,732,708,24,4,,132,107,20,0,0,-88,5,NOT A CITIZEN,0,VOTER FRAUD,0,,,1,0,0,0,-88,0,726,522,0,0,0,-88,0,0,0,-88,0,-88,-88,-88,0,0,0,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,0,1,1,3,0,0,0,0,523,0,1,-88,0,0,522,,
805500000,HUERFANO COUNTY,CO,6139,5458,681,34,,665,113,278,20,220,-88,34,NOT A CITIZEN,0,VOTER FRAUD,0,,,29,0,0,0,-88,0,5672,3884,12,5,1,-88,6,0,0,-88,0,-88,-88,-88,0,0,0,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,0,5,1,12,0,0,0,0,3898,0,14,-88,0,0,3884,,
805700000,JACKSON COUNTY,CO,1128,999,129,4,,273,12,40,5,206,-88,10,NOT A CITIZEN,0,VOTER FRAUD,0,,,9,0,0,0,-88,0,1015,696,0,0,0,-88,0,0,0,-88,0,-88,-88,-88,0,0,0,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,0,1,1,8,0,0,0,0,700,0,4,-88,0,0,696,,
805900000,JEFFERSON COUNTY,CO,465217,423575,41642,2220,,40746,10068,11266,766,14278,-88,4366,NOT A CITIZEN,2,VOTER FRAUD,0,,,3935,5,7,73,-88,21,428408,288460,1738,232,104,-88,1214,20,40,-88,4,-88,-88,-88,0,0,31,-88,-88,HOUSE EXCEPTION,20,VOID/NOT VOTED,64,VOTED WRONG BALLOT,9,300,35,491,15,7,0,8,303517,10092,1423,-88,7,3535,288460,,
806100000,KIOWA COUNTY,CO,1079,989,90,2,,110,21,54,2,23,-88,10,NOT A CITIZEN,0,VOTER FRAUD,0,,,5,0,0,0,-88,0,1000,773,1,0,0,-88,1,0,0,-88,0,-88,-88,-88,0,0,0,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,0,4,1,7,0,0,0,0,777,0,4,-88,0,0,773,,
806300000,KIT CARSON COUNTY,CO,5198,4607,591,11,,511,63,201,6,203,-88,38,NOT A CITIZEN,0,VOTER FRAUD,0,,,22,0,0,0,-88,0,4638,2957,21,2,1,-88,18,0,0,-88,0,-88,-88,-88,0,0,0,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,0,13,1,23,0,0,0,0,3072,91,5,-88,0,19,2957,,
806500000,LAKE COUNTY,CO,6152,4887,1265,29,,503,37,97,14,333,-88,22,NOT A CITIZEN,0,VOTER FRAUD,0,,,65,0,0,0,-88,0,4971,2759,26,0,0,-88,24,0,0,-88,0,-88,-88,-88,0,0,2,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,0,6,1,8,0,0,0,0,3049,175,6,-88,0,109,2759,,
806700000,LA PLATA COUNTY,CO,50403,41242,9161,315,,4218,282,1009,89,2445,-88,393,NOT A CITIZEN,0,VOTER FRAUD,0,,,497,0,1,0,-88,0,41441,27981,126,48,1,-88,71,0,1,-88,1,-88,-88,-88,0,0,2,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,2,32,5,38,0,0,0,0,30074,1417,215,-88,0,461,27981,,
806900000,LARIMER COUNTY,CO,289374,255784,33590,1850,,27089,6058,5852,525,10996,-88,3657,NOT A CITIZEN,0,VOTER FRAUD,1,,,2683,0,8,28,-88,1,258119,169862,1210,155,124,-88,917,0,0,-88,0,-88,-88,-88,0,0,14,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,0,170,20,361,6,3,0,3,180171,7371,1048,-88,3,1887,169862,,
807100000,LAS ANIMAS COUNTY,CO,12295,10342,1953,70,,1114,97,488,48,432,-88,49,NOT A CITIZEN,0,VOTER FRAUD,0,,,41,0,0,0,-88,0,10469,6515,38,13,3,-88,18,0,0,-88,0,-88,-88,-88,0,0,4,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,0,7,1,6,2,2,0,0,6797,185,14,-88,2,81,6515,,
807300000,LINCOLN COUNTY,CO,3548,3072,476,13,,304,4,138,2,104,-88,56,NOT A CITIZEN,0,VOTER FRAUD,0,,,14,0,0,0,-88,0,3144,2080,10,1,0,-88,7,0,1,-88,0,-88,-88,-88,0,0,1,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,0,13,1,6,0,0,0,0,2139,44,5,-88,0,10,2080,,
807500000,LOGAN COUNTY,CO,13477,12160,1317,53,,1382,197,554,59,480,-88,92,NOT A CITIZEN,0,VOTER FRAUD,0,,,57,0,0,1,-88,0,12298,8099,93,5,1,-88,79,2,0,-88,0,-88,-88,-88,0,0,6,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,0,16,3,11,0,0,0,0,8370,213,16,-88,0,42,8099,,
807700000,MESA COUNTY,CO,123072,107447,15625,696,,11768,1081,4017,403,3988,-88,2279,NOT A CITIZEN,0,VOTER FRAUD,0,,,624,1,1,5,-88,1,108532,70491,402,58,46,-88,272,0,4,-88,2,-88,-88,-88,0,0,9,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,10,VOTED WRONG BALLOT,1,67,9,60,1,0,0,1,74420,2808,216,-88,0,905,70491,,
807900000,MINERAL COUNTY,CO,1006,865,141,10,,57,8,25,4,16,-88,4,NOT A CITIZEN,0,VOTER FRAUD,0,,,9,0,0,0,-88,0,905,723,3,3,0,-88,0,0,0,-88,0,-88,-88,-88,0,0,0,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,0,1,1,8,0,0,0,0,726,0,3,-88,0,0,723,,
808100000,MOFFAT COUNTY,CO,9960,8584,1376,35,,1141,122,318,45,521,-88,135,NOT A CITIZEN,0,VOTER FRAUD,0,,,53,0,0,0,-88,0,8764,5199,15,8,3,-88,4,0,0,-88,0,-88,-88,-88,0,0,0,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,0,13,1,13,0,0,0,0,5474,190,17,-88,0,68,5199,,
808300000,MONTEZUMA COUNTY,CO,22045,18991,3054,136,,1977,101,695,70,930,-88,181,NOT A CITIZEN,0,VOTER FRAUD,0,,,148,0,0,1,-88,0,19551,12478,81,20,3,-88,56,0,0,-88,0,-88,-88,-88,0,0,1,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,1,12,4,12,0,0,0,0,12675,126,56,-88,0,15,12478,,
808500000,MONTROSE COUNTY,CO,33080,29855,3225,143,,2904,305,1151,71,896,-88,481,NOT A CITIZEN,0,VOTER FRAUD,0,,,208,0,0,0,-88,0,30300,19903,73,33,12,-88,25,0,3,-88,0,-88,-88,-88,0,0,0,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,0,21,3,22,0,0,0,0,21084,816,67,-88,0,298,19903,,
808700000,MORGAN COUNTY,CO,19172,17545,1627,79,,1636,126,755,53,589,-88,113,NOT A CITIZEN,0,VOTER FRAUD,0,,,95,0,1,2,-88,3,17692,9783,71,10,7,-88,51,0,3,-88,0,-88,-88,-88,0,0,0,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,0,18,4,21,0,0,0,0,10280,430,18,-88,0,49,9783,,
808900000,OTERO COUNTY,CO,13553,12121,1432,44,,1087,108,648,44,239,-88,48,NOT A CITIZEN,0,VOTER FRAUD,0,,,73,0,0,0,-88,0,12342,7205,23,14,0,-88,8,0,0,-88,0,-88,-88,-88,0,0,0,-88,-88,HOUSE EXCEPTION,1,VOID/NOT VOTED,0,VOTED WRONG BALLOT,0,17,3,4,0,0,0,0,7334,92,25,-88,0,12,7205,,
809100000,OURAY COUNTY,CO,4981,4526,455,30,,505,63,84,0,275,-88,83,NOT A CITIZEN,0,VOTER FRAUD,0,,,75,0,0,0,-88,0,4637,3437,8,4,1,-88,3,0,0,-88,0,-88,-88,-88,0,0,0,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,0,5,1,12,0,0,0,0,3597,87,44,-88,0,29,3437,,
809300000,PARK COUNTY,CO,16835,14482,2353,44,,1402,246,313,12,593,-88,238,NOT A CITIZEN,0,VOTER FRAUD,0,,,170,0,0,3,-88,1,14702,9614,84,16,6,-88,57,0,2,-88,1,-88,-88,-88,0,2,0,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,0,13,3,14,0,0,0,0,10169,450,41,-88,0,64,9614,,
809500000,PHILLIPS COUNTY,CO,3065,2804,261,13,,615,25,148,3,419,-88,20,NOT A CITIZEN,0,VOTER FRAUD,0,,,4,0,0,0,-88,0,2898,1999,11,0,0,-88,11,0,0,-88,0,-88,-88,-88,0,0,0,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,0,8,1,4,0,0,0,0,2000,0,1,-88,0,0,1999,,
809700000,PITKIN COUNTY,CO,15314,13735,1579,93,,1251,69,178,2,640,-88,360,NOT A CITIZEN,0,VOTER FRAUD,2,,,298,0,3,0,-88,0,13974,8772,84,55,7,-88,21,0,0,-88,0,-88,-88,-88,0,0,1,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,0,12,4,28,0,0,0,0,9710,570,153,-88,0,215,8772,,
809900000,PROWERS COUNTY,CO,7844,6920,924,40,,742,15,343,43,274,-88,67,NOT A CITIZEN,0,VOTER FRAUD,0,,,38,0,1,2,-88,1,7081,4324,18,4,6,-88,7,0,0,-88,0,-88,-88,-88,0,0,0,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,1,VOTED WRONG BALLOT,0,13,1,6,2,2,0,0,4340,5,9,-88,2,0,4324,,
810100000,PUEBLO COUNTY,CO,123087,110891,12196,470,,11768,296,5073,604,3843,-88,1950,NOT A CITIZEN,2,VOTER FRAUD,0,,,650,0,0,1,-88,0,112072,65250,404,87,19,-88,283,0,1,-88,0,-88,-88,-88,0,1,2,-88,-88,HOUSE EXCEPTION,11,VOID/NOT VOTED,0,VOTED WRONG BALLOT,0,152,8,73,0,0,0,0,68083,1951,182,-88,0,700,65250,,
810300000,RIO BLANCO COUNTY,CO,4960,4231,729,14,,440,62,151,3,171,-88,53,NOT A CITIZEN,0,VOTER FRAUD,0,,,30,0,0,0,-88,0,4298,2958,11,0,0,-88,11,0,0,-88,0,-88,-88,-88,0,0,0,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,0,5,2,16,0,0,0,0,3090,92,8,-88,0,32,2958,,
810500000,RIO GRANDE COUNTY,CO,9073,7982,1091,46,,622,20,309,13,230,-88,50,NOT A CITIZEN,0,VOTER FRAUD,0,,,37,0,0,0,-88,0,8067,4777,32,27,0,-88,5,0,0,-88,0,-88,-88,-88,0,0,0,-88,-88,HOUSE EXCEPTION,0,VOID/NOT VOTED,0,VOTED WRONG BALLOT,0,15,1,18,0,0,0,0,5013,169,10,-88,0,57,4777,,
